Respondent,advertiserurl,company,employmenttype_jobstatus,jobdescription,jobid,joblocation_address,jobtitle,postdate,shift,site_name,skills,uniq_id
7,"https://www.dice.com/jobs/detail/SAP-Technical-Lead-%2528ERP%252C-ECC%252C-HANA%2529-in-Melville%252C-NY-or-Davidson%252C-NC-DBA-Web-Technologies-Melville-NY-11747/10216777/R_SAP_erpEEC_NY?icid=sr12375-413p&q=&l=California,%20Us,%20CALIFORNIA",DBA Web Technologies,"Full Time, Full Time","SAP Technical Lead (ERP, ECC, HANA) in Melville, NY or Davidson, NCPosition: SAP Technical Lead (ERP, ECC, HANA)Duration: Full-Time Permanent position (no contract, no corp to corp, no remote)Location: Melville, NY or Davidson, NCSalary: Excellent compensation with benefits + bonusSkills: SAP Technical Lead, SAP ERP, SAP ECC, HANAROLE DESCRIPTION:The SAP Technical Lead engages with business stakeholders, system implementation partners, and IT team to develop SAP functional and technical solutions covering finance, human resources, procurement, sales, and end-to-end supply chain.DUTIES AND RESPONSIBILITIES:Leverages and applies hands-on experience in systems analysis, development, integration, data analysis, and workflow to configure and develop SAP business solutions that meet operational, performance, and reporting requirements.Works collaboratively with the business and IT teams to leverage out-of-the-box SAP functionality, evaluate alternatives, close gaps and challenge the need for RICEFW components.Documents SAP design, functional, technical, and performance requirements.Leads multiple SAP ERP project tracks covering solution and program design, security, and quality aspects of the program.Applies SAP and industry best practices, standards and blueprints to accelerate delivery of corporate ERP program.Partners with corporate leadership and project management teams on all assignments with the ability to accurately estimate, track, and schedule tasks and deliverables.Provides insight and guidance for day to day operations covering issue prioritization, defect management, and break fixes to ensure high reliability and availability of SAP related systems.Serves as an advocate throughout the IT organization to promote the effective use of corporate ERP solution, data and technical architecture.Maintains, follows, and ensures compliance with all corporate standards, policies and procedures.Mentors and influences team members to fully develop SAP technical competencies that will help evolve the SAP center of excellence.Acts as a strong liaison across direct and indirect staff onsite, offsite and offshore to deliver complex business solutions as well as application management services (AMS).Drives the corporate Culture in the department and throughout the company to ensure unity of vision and fulfillment of corporate mission.Participates in special projects and performs additional duties as required.MUST-HAVES REQUIREMENTS: Minimum of 8 years of IT experience as a system analyst, architect, designer and/or developer required.5+ years’ recent full development lifecycle exp. of global SAP implementations on SAP ECC 6.0 latest packs (HANA)5+years’ of experience integrating legacy, SAP ERP and third party packaged applications required.Proven experience leading projects and influencing business, IT and consulting staff is required.Ability to cross train and mentor associates on SAP configurations, technologies and tools.MUST have clear, verbal communication skills and ability to communicate effectively.------------------------------Please click the Apply Now button below to send your resume.",Dice Id : 10216777,"Melville, NY","SAP Technical Lead (ERP, ECC, HANA) in Melville, NY or Davidson, NC",5 hours ago,Telecommuting not available|Travel required to 10%.,www.dice.com,"AP Technical Lead, SAP ERP, SAP ECC, HANA",e8c6430b31684c8f6ceab1305ca61888
7,"https://www.dice.com/jobs/detail/Hyperion-Essbase-and-Planning-Hackett-Group-Boston-MA-02108/10112501/290425?icid=sr2399-80p&q=&l=Boston,%20MA",Hackett Group,Full Time,"We currently have needs for very strong hands-on Hyperion Essbase skills with a minimum of 5 years experience, including and hands-on implementation with Hyperion Planning and/or Essbase.Traveling Monday - Thursday is required.  These are permanent FT roles.Founded in 1997,  The Hackett Group, a global strategic advisory firm, and leader in best practice advisory, benchmarking, and transformation consulting services, including shared services, offshoring and outsourcing advice. Utilizing best practices and implementation insights from more than 10,000 benchmarking engagements, executives use Hackett's empirically based approach to quickly define and prioritize initiatives to enable world-class performance.",Dice Id : 10112501,"Boston, MA",Hyperion Essbase and Planning,1 week ago,Telecommuting not available|Travel required to 75%.,www.dice.com,Hyperion,267a3ba0862a9056f418caf9ff25f3c5
7,"https://www.dice.com/jobs/detail/Hortonworks-Hadoop-Consultant-Proficient-Business-Systems-Inc-Alpharetta-GA-30004/PRO60061/711160?icid=sr2308-77p&q=&l=Atlanta,%20GA",Proficient Business Systems Inc,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, LONG-TERM",Develop data transfer from policy administration system into big data environmentTeradata Appliances for Hadoop,Dice Id : PRO60061,"Alpharetta, GA",Hortonworks Hadoop Consultant,1 week ago,Telecommuting not available|Travel not required,,Looking for Hortonworks Consultant,280ecbeeb177f7c0f99e1e3e6576ace1
7,"https://www.dice.com/jobs/detail/Genesys-Orchestration-Server-Expert-SIS%2526%252345Systems-Integration-Solutions%252C-Inc.-Sunnyvale-CA-94085/sis/40818?icid=sr433-15p&q=&l=San%20Francisco,%20CA","SIS-Systems Integration Solutions, Inc.",Market,"Job tile: Genesys Orchestration Server ExpertLocation: Sunnyvale, CA or Austin, TXDuration: 1 to 2 yrs contractRate: $60/hr to $75/hr C2C DOE Looking for a Senior Genesys engineer with solid experience in Genesys Orchestration Server (ORS) to help implement and customize ORS to the specific needs of the client. Candidate can sit in Sunnyvale, CA or Austin, TX. If interested, please send your resume to Joseph Huang at jhuang@sisinc.com",Dice Id : sis,"Sunnyvale, CA",Genesys Orchestration Server Expert,5 hours ago,,,"Contract W2, + 1 Year",33a00bbe1b277c544f3632f16a39a521
7,"https://www.dice.com/jobs/detail/Sr.-Omniture-Analyst-The-Judge-Group-West-Chester-PA-19380/cxjudgpa/495794?icid=sr15109-504p&q=&l=California,%20Us,%20CALIFORNIA",The Judge Group,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2","Our client is currently seeking a Sr. Omniture Analyst. * Ideal candidate will be one whom has proven/solid experience managing web analytics implementations and digital analysis using Adobe Analytics (Site Catalyst) with either a web development or marketing background * Drive innovation and incremental iterations via data driven insights (storytelling) to refine media and direct response campaign views, evaluating channel contribution, and reporting on key KPI's. * Work closely with top management to identify critical business questions and potential areas of opportunity and translate these questions into measurement plans and/or presentable insights (storytelling). * Solid experience in the area of online visitor intelligence / behavior, tracking/tagging * Work with IT to rewrite, reorganize existing Adobe Analytics (Site Catalyst) tags * Develop tracking assessment for various areas of company website * Document and audit existing tracking on company website * Identify, manage and maintain, troubleshoot tracking and conversion defects * Over 3 years of experience as admin of Adobe Analytics (Site Catalyst) * Hands-on experience with Adobe DTM or equivalent TMS exposure a plus * Digital Marketing technology experience (i.e. DMP, digital attribution tools) highly desirable * Adobe Target experience will be a plus * IBM Tealeaf C/X exposure a plus * Adobe Certified Expert (ACE) Implementation highly desired  ID: 495794 Type: Contract Salary: Open",Dice Id : cxjudgpa,"West Chester, PA",Sr. Omniture Analyst,3 hours ago,Telecommuting not available|Travel not required,,"Adobe, Analysis, Analyst, Development, IBM, Management",ead80db5187abad3ec6f05b2ad99dd36
7,"https://www.dice.com/jobs/detail/Hyperion-Technical-lead-Pegasys-Systems-%2526-Technologies-Inc-Buffalo-NY-14201/10207951/759267?icid=sr32668-1089p&q=&l=California,%20Us,%20CALIFORNIA",Pegasys Systems & Technologies Inc,Full Time,"HIPlease find the below requirement. Hyperion Technical leadBuffalo, NYFull time Required Skills/ExperienceExperience with Hyperion Planning Modules ( I.E. Workforce Planning, Capex Planning, Project Planning)Experience with EPMA enabled applicationsDemonstrate strong analytical skills, problem solving/debugging skillsExperience with software full lifecycle methodologyAble to work in a fast-paced environment with a diverse team.Able to work independently under minimal supervision and flexible to participate as a team member with a willingness to help junior staff where neededExcellent verbal and written communication , active listening and interpersonal skillsHighly Organized and detailed orientedAble to fully utilize Microsoft Office (Word, Excel, PowerPoint) Thanks & Regards,Santhosh GadeEmail: santhosh@pegasyssoft.comPhone: 248-566-6099 EXT 219 FAX: 248-928-0344 ",Dice Id : 10207951,"Buffalo, NY",Hyperion Technical lead,1 day ago,Telecommuting not available|Travel not required,,"Workforce Planning, Capex Planning, Project Planning",5ed881d44d731654c3783e24ff1cf00b
7,"https://www.dice.com/jobs/detail/Peoplesoft-ePerformance-Functional-Lead-Modis-Riverside-CA-92501/CXMODSFA2/US_EN_6_17195_53058760?icid=sr110-4p&q=&l=Los%20Angeles,%20CA",Modis,"Contract Independent, Contract W2, Up to 3 months"," **Please call Aparna Sreeraman at 415 228 4275 if you have any questions about the opportunity or email Aparna.sreeraman at modis.com** Client will do Skype interview.Location: Riverside, CATravel Split:  Riverside, CA 80%, and 20% remote (4 days a week on site) Occasional travel to other UC locations (Oakland, Irvine, etc.)Job SummaryThis position is expected to participate and provide expertise to the PeopleSoft Recruiting and ePerformance Functional Teams during the implementation of PeopleSoft HCM 9.2. The PeopleSoft Recruiting & ePerformance Lead has extensive knowledge of the PeopleSoft Recruiting Solutions (Talent Acquisition Management & Candidate Gateway) and ePerformance modules. Experience in implementing these modules in a multiple-BU environment is highly desired. This position is expected to assist in developing functional designs related to system customizations as well as the support of unit, system, and integration testing cycles; this may include interfaces with both internal systems as well as external vendor systems. The position will also help coordinate the configuration of the modules and serve in an advisory role to the reporting and conversion efforts related to these modules. In addition, the position will be responsible for managing the activities of a small team of analysts who are contributing to the work in these modules. Job Requirement & ResponsibilitiesJob Requirement:Seeking PeopleSoft Recruiting and ePerformance Consultant who will play a critical role in current implementation of (PeopleSoft HCM 9.2) project. The successful candidate will have 5+ years of experience implementing PeopleSoft Recruiting Solutions and PeopleSoft ePerformance modules.Job Responsibilities:• Support comprehensive functional designs, including validating and implementing requirements from multiple stakeholders into a cohesive solution.• Develop and utilize tools to gather and implement BU-specific configuration and templates to support diverse local business processes.• Utilize best practices, standards, and processes, troubleshoot issues, record test results, track and prioritize defects across multiple test phases (unit, system, and integration testing).• Work through a project lifecycle with multiple parallel workstreams under aggressive timelines with minimal ramp-up time.• Coordinate and communicate with team members and distributed business users as needed.• Develop, track, and report against project plans, prioritizing critical milestones to maintain project timeline.Qualifications The responsibilities described above are the essential functions of the job. The qualifications below are representative of the knowledge, skills, and/or abilities required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Required Skills: • Ability to manage a team by helping to align their activities to the overall priorities of the project.• Ability to work cross-functionally with other module leads to ensure that the design and delivery of Recruiting Solutions and ePerformance is aligned with customizations in place across the entire system.• Expertise in designing customizations and configuring tables and templates.• Expertise in designing reports and writing ad-hoc queries using PS Query.• Ability to effectively leverage SQL tools to validate designs and processes.• Ability to effectively leverage productivity tools (MS Word, Excel, Visio, and Project) as well as online collaboration and testing tools (JIRA, ALM, etc.).• Excellent verbal and written communication skills.• Strong critical thinking, problem solving, negotiation, and facilitation skills.• Willingness and ability to complete assigned tasks with little direction and to be adaptable to changing job requirements.• 5+ years of hands on experience as a PeopleSoft Recruiting Solutions Consultant.• Experience with PeopleSoft ePerformance.• Experience with at least 2 implementations and/or upgrades of PeopleSoft HCM 9.x with large, distributed stakeholders. Higher Education implementation experience is a plus.• Bachelor degree in Computer Science, Engineering, Business Administration and/or related field or equivalent experience.Preferred • Prior experience with Higher Education or Healthcare clients is preferred.  Years of Experience Required:",Dice Id : CXMODSFA2,"Riverside, CA",Peoplesoft ePerformance Functional Lead,30 minutes ago,Telecommuting not available|Travel not required,,Functional Peoplesoft Recruiting and ePerformance Lead,6287fa21987666974e5537059d8f8fbb
7,"https://www.dice.com/jobs/detail/Archer-Consultant-Templar-Shield-San-Francisco-CA-94102/10520088/220559?icid=sr6735-225p&q=&l=San%20Jose,%20CA",Templar Shield,"Full Time, Contract W2, FTE or 6+ month","RESPONSIBILITIES AND DUTIES: Responsible for the development (setup and configuration), administration and support of the RSA Archer eGRC Platform. Responsible for all aspects of Archer solutions development including screen design, data fields, calculations, workflows, integrations, etc.Responsible for application support, administration and development for the eGRC applications (primarily RSA Archer). Ensures that eGRC Business Analyst requirements are appropriately developed in the eGRC application.Knowledge of Risk Management and Compliance, with solid understanding of Governance Risk and Compliance (GRC)Familiarity with the RSA Archer eGRC Platform preferred – version 5.x (Application Builder, Access Controls, Data Feed Manager).Able to work with business/technical partners to determine and translate business requirements into technology/functional solutionsPerform duties & responsibilities specific to department functions & activities.Performs other duties & responsibilities as required or assigned by supervisor.",Dice Id : 10520088,"San Francisco, CA",Archer Consultant,7 days ago,Telecommuting not available|Travel not required,,archer GRC,46cfdd23dda2362b6258ae068f1be2ab
8,"https://www.dice.com/jobs/detail/Level-1-Tech-Support-%2526%252347-Network-Admin-%2526%252345-%25286-Months-%2526%252345-2-Yrs-Exp%2529-Digital-Intelligence-Systems%252C-LLC-Plano-TX-75023/10110693/582709?icid=sr29118-971p&q=&l=California,%20Us,%20CALIFORNIA","Digital Intelligence Systems, LLC","Contract Independent, Contract W2, C2H Independent, 6 Months CTH","Responsibilities: Excellent verbal and written communication skills and the ability to listen and understand a customer problem or question to help them solve it.Excellent writing skills as it will be integral part of job (email, documentation, etc.)Knowledge with TCP/IPKnowledge in Routing & Switching (OSPF / BGP / VLAN / STP)Knowledge with Security (IPSEC / SSL-VPN / NAT / GRE)Knowledge with  Cisco, Checkpoint, Juniper (Netscreen), Fortinet products a plusKnowledge with Authentication Protocols a plus (Radius / TACACS)If interested please send me your resume to saran.chandru@disys.com or call me at 425-296-7545",Dice Id : 10110693,"Plano, TX",Level 1 Tech Support / Network Admin - (6 Months - 2 Yrs Exp),14 hours ago,Telecommuting not available|Travel not required,,"Networking, TCP/IP, Routing & Switching (OSPF / BGP / VLAN / STP), Cisco, Checkpoint, Juniper (Netscreen), Fortinet product, Authentication Protocols a plus (Radius / TACACS)",bd758c489ef88d9db318ff87e9125299
8,"https://www.dice.com/jobs/detail/Level-I-Tech-Support-The-McIntyre-Group-Wilton-CT-06897/ITLLCCT/146669?icid=sr10743-359p&q=&l=New%20York,%20NY",The McIntyre Group,Full Time,"Innovative Fairfield County Service Provider is searching for a Level I IT Support candidate to help support their client base.Responsibilities:Vendor managementResponsible for level I IT tickets and ensure timely resolutionLevel I Tickets include:Desktop setup and installationTroubleshoot RDP connectivity/performance with SaaS ProviderAssistance with Microsoft OfficeMobile device troubleshooting (Email setup, account management)Basic network troubleshooting (Wireless, VPN client configuration)Follow escalation protocol for level II issuesMonitor backups and address issues as they ariseUser training with desktops, mobile phones, peripheralsLiaison to executive teamPeripheral device management (mobile phones, scanners, warehouse management tech)Phone/Desktop AdministrationRequirementsStrong, professional communication skillsMotivated and ready to learn new skills and technologyTroubleshooting experience with Windows 7-10 and Office 2007-2016Fundamental understanding of cloud technologyCore understanding of network technology – WLAN, LAN, WAN, DHCPService and troubleshoot printers ",Dice Id : ITLLCCT,"Wilton, CT",Level I Tech Support,2 weeks ago,Telecommuting not available|Travel not required,,Troubleshooting,928551fb2aace8161fa70f2f18f1d664
8,"https://www.dice.com/jobs/detail/4337-Remedy-Admin-%2528Contract%2529-ReqRoute%252C-Inc-Irving-TX-75014/10349715/823884?icid=sr708-24p&q=&l=Dallas,%20TX","ReqRoute, Inc","Contract Corp-To-Corp, Contract Independent, Contract W2","Role - Remedy AdminTerm - ContractLocation - Irving tX Role descriptions / Expectations from the Role:  • Implementation knowledge on BMC ARS 9.x, ITSM Suite 9.X, SLM 9.X, Remedy Migrator, Web services, API's and Plug-ins, Remedy Developer Studio • Good knowledge of SmartIT, MyIT, SRM 9.x, Knowledge Management 9.x, Atrium CMDB 9.x, BMC ADDM • Remedy Workflow customizations using Developer Studio • Strong ITIL Framework concepts • Experience in proposing and implementing architecture of Custom integrations • Experience in configuring and working on Remedy Server-group environment • Previous experience of working overlay concept • Configuration and Release Management experience • Should have ITSM integration experience with other remedy & web service integration. • Knowledge on installing, configuring and applying patches to BMC Remedy ARS, mid-tier, ITSM, SRM, and Atrium CMDB • Experience in performance tuning and troubleshooting BMC Remedy AR Server issues • Experience with Mid-tier and troubleshoot issues with load balancer • Experience on Remedy Upgrade & SOAP UI will be an advantage • Good in customer interaction. If you bring willingness, flexibility and a desire to impress please apply now.Technical Recruiter: Sajita SreerangamEmail: sajita@reqroute.comPhone: 4087574337",Dice Id : 10349715,"Irving, TX",4337 Remedy Admin (Contract),17 hours ago,Telecommuting not available|Travel not required,www.dice.com,remedy admin,725859e4a41de52a5e5d62643e886fe4
8,"https://www.dice.com/jobs/detail/Technical-Writer-%25282626%2526%2523452%2529-The-Judge-Group-Irving-TX-75014/cxjudgpa/495574?icid=sr14850-495p&q=&l=California,%20Us,%20CALIFORNIA",The Judge Group,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2","Our client has a contract opportunity that is located in Irving, TX for a Technical Writer. Thank you for your time JOB SUMMARY Responsible for creation, maintenance, and publishing of company policies, procedures and technical documents (business/functional requirements, instructional materials, online help, procedural guides, product descriptions, etc.) for use by business end users. ESSENTIAL JOB FUNCTIONS * Work with internal teams to obtain an in-depth understanding of the product and the documentation requirements * Analyze existing and potential content, focusing on reuse and single-sourcing opportunities * Create and maintain the information architecture * Produce high-quality documentation that meets applicable standards and is appropriate for its intended audience * Write easy-to-understand user interface text, online help and developer guides * Create tutorials to help end-users use a variety of applications * Collaborate with end-users on document creation. EDUCATION / EXPERIENCE REQUIREMENTS Bachelor's degree in Journalism, English, Technical Writing, Business Administration or related field is desired. Typically requires 3-5 years of business or technical writing experience and in-depth knowledge of multiple software and graphics packages: * Proven working experience in technical writing of software documentation * Ability to deliver high quality documentation paying attention to detail * Ability to quickly grasp complex technical concepts and make them easily understandable in text and pictures * Excellent written skills in English * Microsoft Office (required; expert level with Word, Excel, PowerPoint) * Microsoft Visio (required; Intermediate level) * SnagIt, Axure (recommended; Intermediate level) * PDF tools (required; intermediate level) * IBM Blueworks (recommended, beginner level)  ID: 495574 Type: Contract Salary: Open",Dice Id : cxjudgpa,"Irving, TX",Technical Writer (2626-2),3 hours ago,Telecommuting not available|Travel not required,,"Architecture, Developer, Excel, Graphics, IBM, Materials, PowerPoint, Technical Writer, Technical Writing, User Interface, Writer",4f6a793a8e5139467a27ae53e2d5a2e4
8,"https://www.dice.com/jobs/detail/WAS-Consultant%2526%252345-Remote-position-Alpha-Net-Consulting-LLC-San-Jose-CA-95101/10195458/643052?icid=sr6928-231p&q=&l=San%20Jose,%20CA",Alpha Net Consulting LLC,Contract Corp-To-Corp,"Dear Applicants,I am Aman Singh from AlphaNet Technology. Here below is a Direct Client's job requirement for you. Kindly reach me at below numbers to discuss more about the job:O: 408-840-4080 Ext. 117 || D: 408-913-9417Alpha Net| www.anetcorp.com | amanpreet (dot) singh (at) anetcorp.com | Description:Remote positionWAS Consultant- Remote positionContractDescription:* Very specifically what we need a developer resource with extensive experience migrating EJB V1.x and EJB V2.x ENTITY BEANS, both Container Managed Persistence (CMP) and Bean Managed Persistence (BMP) to EJB 3.1 Session Beans using Java Persistence Architecture (JPA). * This resource will be creating ""How-To"" documentation that will instruct off-shore developers in India how to convert entity beans to EJB 3.1 with JPA so an ability to write clear concise documentation is a must.* Also, to prevent any confusion, the target environment is WebSphere V8.5.5 running on virtual Intel/Linux servers.  -Aman SinghO: 408-840-4080 Ext. 117 || D: 408-913-9417Alpha Net| www.anetcorp.com | amanpreet (dot) singh (at) anetcorp.com |",Dice Id : 10195458,"San Jose, CA",WAS Consultant- Remote position,1 week ago,Telecommuting available|Travel not required,,"WAS, WebSphere",b7c6dd4150510e01599513efb124b4e7
8,"https://www.dice.com/jobs/detail/Quality-Analyst-with-Set-Top-Box-VDart%252C-Inc.-Irving-TX-75014/10330808/A10QASTBDON?icid=sr34052-1136p&q=&l=California,%20Us,%20CALIFORNIA","VDart, Inc.","Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, Contract","VDart is an emerging global information technology staffing provider with expertise in Enterprise Resource Planning (Oracle/SAP), SMAC (Social, Mobile, Cloud, Analytics), Business Intelligence & Infrastructure services. Three-time consecutive winner of Best Places to Work in Atlanta and Best and Brightest Award, VDart has successfully deployed over 3500 contractors in the last five years with over 60% of its deployments with Fortune 1000 corporations. We possess deep industry expertise and focus in BFSI, Manufacturing, Retail, Energy & Utility, Healthcare, Technology and the Public-Sector. Our scope, knowledge, industry expertise and global footprint have enabled us to provide best in the industry solutions. With our core focus in emerging technologies, we provide global technology workforce solutions in USA, Canada, Mexico, Brazil, UK & Australia.Role: Quality Analyst with Set Top BoxLocation:Irving, TXContractJob Description:• Performing testing for Verizon’s FiOS Video services including the testing of equipment (Set Top Boxes, Cable Cards, and Digital Media devices) and Ad Insertion services (DMA and sub-DMA advertisement)• Analyze requirements, developing test cases, construct multi-platform test-beds, execute test cases and document findings and defects.• Potentially writing test scripts for and gathering data related to test automationRequirements:• Experience with video testing or Q/A• Neural networks in R statistical package experience• Familiarity with traditional Digital video head-ends (Trancoding, Muxing, Conditional Access, VoD, etc.) • Experience with ad insertion (linear and target)• Networking experience (TCP/IP, Fiber-optics, Routers, Switches, etc.)• Experience with In-Home devices (Set Top Boxes, routers) • Experience with desktop operating systems – Windows, MAC• Experience with server operating systems – Solaris/Linux, Microsoft Server 2008• Familiarity with digital video and audio formats (MPEG-2 & 4, AC3, etc)Technical skills:• Experience with Motorola and/or Cisco (Scientific Atlanta) Set Top Boxes• Experience with SeaChange SPOT system• Experience with MPEG processors (grooming, re/multiplexing)• Knowledge of ANSI/SCTE-30 & 35 standards• Video test equipment (MPEG Analyzer, RF Signal Level Meters)• Application testing on video game consoles like Xbox 360• Familiarity with HP Quality CenterGeneral Requirements• BS degree in a technical field (BS-EE or BS-CS preferred)• 5 years of related job experience • Strong verbal and written communications skills – Must be able to understand instructions and to communicate issues to their test leads. Explain technical problems and scenarios using non-technical language.• Organized with a strong attention to detail• Strong analytical skills• Ability to follow processes, but to think outside of the box.• Job includes individual and team work, candidate should be self-motivated.• Proficiency with MS Office applications (Excel, Word, PowerPoint)Key Words: Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center ,Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Centerif your skills match our requirements, please send your resume to recruiter@vdartinc.com for immediate consideration. Please be assured that your resume will be reviewed and you will be contacted if there is an interest in your background and experience.Referral Program: Ask our recruiting team about how you can be a part of our referral program. If you refer a candidate with the desired qualifications and your candidate accepts the role, you can earn a generous referral fee. We want to hire the best talent available and are committed to building great teams and partnerships.We are Equal Employment Opportunity Employer.VDart IncAlpharetta, GArecruiter@vdartinc.comFollow us on Twitter for the hottest positions: @VDart_JobsFollow us on Twitter: @vdartinc",Dice Id : 10330808,"Irving, TX",Quality Analyst with Set Top Box,20 hours ago,Telecommuting not available|Travel not required,,"Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Center ,Quality Analyst,STB,Set Top Boxes,Cable Cards,Digital Media devices,SeaChange SPOT,HP Quality Cent",d090485b74ec44d7833dc8191baa4691
8,"https://www.dice.com/jobs/detail/Bigdata%2526%252392AWS-Lead-Korcomptenz-Inc-Oak-Brook-IL-60523/10116462/574279?icid=sr3336-112p&q=&l=Chicago,%20IL",Korcomptenz Inc,Full Time,"Role: Bigdata\AWS LeadLocation: Oakbrook, ILDuration: FTE Job Description:AWS BIG DATA PlatformProgramming Experience in EMR, Kafca, Spark SQL RedShiftAWS OrchestrationLamda Architecture including Machine Learning knowledgeAWS Codebase Migrations for large scale BI/DWH projectsGood written and oral communication skillsExposure in Project Management",Dice Id : 10116462,"Oak Brook, IL",Bigdata\AWS Lead,1 week ago,Telecommuting not available|Travel not required,,Bigdata\AWS Lead,9c26389b9a07a325846cf82966132201
8,"https://www.dice.com/jobs/detail/Digital-Data-Specialist-%2528Recent-graduates-welcome%2521%2529-%2526%252345-BHJOB2052_12659-Visionaire-Partners-Atlanta-GA-30339/10294321/BHJOB2052_12659?icid=sr1963-66p&q=&l=Atlanta,%20GA",Visionaire Partners,Contract W2,"Must be authorized to work in the U.S./ Sponsorships are not availableDigital Data Specialist (Recent graduates welcome!)Excellent opportunity in the Cobb Galleria area to launch your career with a global, Fortune500 Company.  Our client is seeking a high-achieving, junior-mid level Support Specialist to join their creative and dynamic organization.You will be working with specialized vendor teams to optimize e-commerce displays and online content.  You will enrich product and item information by working with the vendor team to update and enhance their product displays.  Augment current information and products with more robust, colorful details to drive hidden revenue!  Gain exposure to the digital, e-commerce world by joining this upbeat, collaborative group! Enjoy a casual dress code, dynamic, and high-energy team members, and the ability to learn and execute business skills from one of the Leading E-Commerce Giants!REQUIRED SKILLS:Bachelor's Degree.Strong Excel skills (pivot tables, charts, graphs, formulas, exporting, etc). Effective communication skills to influence and collaborate with external stakeholders and vendor teams. Internship experience would be ideal. Must be authorized to work in the U.S./Sponsorships are not availableContact: 404.843.6965 jobs@visionairepartners.com",Dice Id : 10294321,"Atlanta, GA",Digital Data Specialist (Recent graduates welcome!) - BHJOB2052_12659,3 days ago,Telecommuting not available|Travel required to 10%.,,"degree, excel",8a351bb78a697feef7200518e83627b9
8,"https://www.dice.com/jobs/detail/Re%2526%252345Work-Technician-%25284753r%2529-Embedded-Resource-Group%252C-Inc-Mountain-View-CA-94043/10123851/4753?icid=sr27570-919p&q=&l=California,%20Us,%20CALIFORNIA","Embedded Resource Group, Inc","Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time","Re-Work Technician Looking for a Re-work tech to work on prototype boards. Re-Work Technician Required Skills:• Experience changing components• Experience with fine pitch surface mounts• Experience switching resistor caps (0402 or smaller is preferred)• Experience soldering• Experience with lab equipment (oscilloscopes, power supplies, soldering, etc.)",Dice Id : 10123851,"Mountain View, CA",Re-Work Technician (4753r),13 hours ago,Telecommuting not available|Travel not required,,"""rework technician"" ""surface mounts"" ""resistor caps"" ""soldering"" ""oscilloscopes"" ""power supplies"" ""soldering""",0e113208cea3095560ba70073a63e4a6
